	txt	labels
13110	positiveness, and a more obstinate reassertion of principles which	0
12883	have done from a sense of duty what the rest of mankind ought to have	0
17342	the really excellent gymnastic is twin sister of that simple music which	0
12766	specimens of the human race have been among the weakest physically.	0
5502	wormtail's sobbing stopped abruptly.  his breathing harsh and ragged, he raised his head and stared in disbelief at the silver hand, now attached seamlessly to his arm, as though he were wearing a dazzling glove.  he flexed the shining fingers, then, trembling, picked up a small twig on the ground and crushed it into powder.	1
12284	find in aristotle's criticisms of them the anticipation of their own	0
24763	and the work of the painter is a third?	0
12857	whispering in private, but has never affected the moral sentiments	0
1372	that's all right, professor!  hermione gasped, massaging her throat.	1
8655	our present gymnastics. all is habit: people have at last found out that	0
25959	electronic works in formats readable by the widest variety of computers	0
23334	to assist the desires within him, that which is akin and alike again	0
7681	but at the same time tell him that there is no room for his kind in our	0
25721	drank forgot all things. now after they had gone to rest, about the	0
4738	wizarding links, of rebuilding old ties, of forgetting old differences - here's what i think of you!	1
23498	and at length, as you know, they cease to care even for the laws,	0
6991	enquiry, and then whether justice is virtue and wisdom, or evil and	0
990	we didn't do anything! said ron, who was rubbing his elbow and looking indignantly at his father. what did you want to attack us for?	1
7946	the infancy of literature. the english poets of the last century were	0
10728	men in book ix; the hint to the poets that if they are the friends of	0
21417	is first of one opinion and then of another, and seems to have no	0
25280	and if this does not destroy them there is nothing else that will; for	0
13837	the worst of everything on the other. he has no sympathy with the old	0
13092	for, as we may be allowed to say, a little parodying the words of plato,	0
8754	one will have many children and every child many parents.	0
18158	yes, i replied; and the charming thing is that they deem him their worst	0
22233	you mean, i said, those gentlemen who tease and torture the strings and	0
8663	and women? nay, are they not wholly different? there was the difficulty,	0
20224	and that we are rejoiced at his having it? but we should like to ask him	0
2124	at the mention of the word champions, the attentiveness of the listening students seemed to sharpen.  perhaps dumbledore had noticed their sudden stillness, for he smiled as he said, the casket, then, if you please, mr. filch.	1
4587	haven't we got enough to worry about?  ron asked her.  do we have to start a vendetta against rita skeeter as well?	1
5388	cedric stared at harry.  he unfolded his arms.	1
15090	he gave a reluctant assent to this.	0
10411	and fights a battle for life or death. and democracy comes into power	0
10153	events. or perhaps the long projecting shadow of some existing	0
6792	exceptions? ought i, for example, to put back into the hands of my	0
13820	augustine maintains the opposite thesis; he argues that the destruction	0
20440	in the first place, as we began by observing, the nature of the	0
14779	them they punish as a breaker of the law, and unjust. and that is what	0
8468	north wall, and he passed a spot where there were dead bodies lying	0
1979	wonder what the tasks are going to be?  said ron thoughtfully.  you know, i bet we could do them, harry.  we've done dangerous stuff before. . . .	1
4131	dobby is quite sure, sir!  said the elf earnestly.  dobby hears things, sir, he is a house-elf, he goes all over the castle as he lights the fires and mops the floors.  dobby heard professor mcgonagall and professor moody in the staffroom, talking about the next task. . . . dobby cannot let harry potter lose his wheezy!	1
12842	population is the most untameable force in the political and social	0
3590	but madame maxime had suddenly got to her feet.	1
11807	ideas. but plato, who is deeply impressed with the real importance of	0
8360	watch with all our eyes, lest justice should slip away and escape. tell	0
23190	wits'-end, how can he avoid drawing the conclusion that men like him are	0
14631	and will not men who are injured be deteriorated in that which is the	0
24192	which of their lives is pleasantest, each will be found praising his	0
147	i'm okay, mainly because the dursleys are terrified you might turn up and turn them all into bats if i ask you to.	1
11397	experience of pleasure and pain. but is a man in harmony with himself	0
5900	but the door opened, and dumbledore came sweeping up the ward.	1
530	must be nearly time, said mr. weasley quickly, pulling out his watch again.  do you know whether we're waiting for any more, amos?	1
4807	no, said harry.  if it was something that serious, they'd tell someone. they'd tell dumbledore.	1
6002	i must go downstairs, he said finally.  i must see the diggorys.  harry - take the rest of your potion.  i will see all of you later.	1
11800	are unseen--they are equally opposed in plato to universals and ideas.	0
23905	beginning to swarm in the hive of his soul, then he breaks into a house,	0
23265	dispensing a sort of equality to equals and unequals alike.	0
6909	subjects alike. and experience proves that in every relation of life	0
16164	and the selection will be no easy matter, i said; but we must be brave	0
5693	no, said moody slowly.  no, he didn't.  it was i who did that.	1
21524	ideas, through ideas, and in ideas she ends.	0
5664	clunk.  clunk.  clunk.  up the marble stairs . . .	1
13663	any rate seem to have been written in extreme old age.	0
12098	intentionally reserved to the end: (1) the janus-like character of the	0
23706	and any others who live after our manner if we do not receive them into	0
11155	concealed. when this has been done, let us tell the supporter of	0
20499	mean, or a boaster, or a coward--can he, i say, ever be unjust or hard	0
13365	the higher sphere of dialectic, is the perfect truth to which all things	0
14198	have a humanizing influence on other times. but the abstractions of	0
11477	can any bodily evil, whether disease or violence, or any other destroy	0
4753	you were getting on all right with madame maxime, harry said, annoyed.	1
5043	but the boy was trying to fight off the dementors, even though harry could see their cold, draining power starting to affect him.  the crowd was jeering, some of them on their feet, as the woman swept out of the dungeon, and the boy continued to struggle.	1
18678	quality attached to either term of the relation; others are simple and	0
24079	yes; the reason is, that the whole city is leagued together for the	0
25758	such as creation of derivative works, reports, performances and	0
14682	he roared out to the whole company: what folly, socrates, has taken	0
25352	or external, must exist for ever, and if existing for ever, must be	0
20133	regularity: the dark visage is manly, the fair are children of the gods;	0
25016	faculty cannot have contrary opinions at the same time about the same	0
14229	away; and they may be allowed to make either of them the basis of their	0
12797	become a blessing. we acknowledge that in the matter of our birth, as in	0
12901	certainties? there has been some good as well as evil in the discipline	0
11534	corresponding chasms in the heaven above. and there were judges sitting	0
12602	about marriage have fallen into the error of separating body and mind,	0
7076	'to do injustice is said to be a good; to suffer injustice an evil. as	0
25151	hunger and desire to relieve our sorrow by weeping and lamentation, and	0
8576	it as a separate virtue or habit. we are tempted also to doubt whether	0
8594	of view, we can only conjecture. perhaps he hoped to find some a priori	0
9269	descent, and finally resting in them. 'i partly understand,' he replied;	0
12667	and if we are to draw inferences about the origin of marriage from	0
5162	he looks like he's using a walkie-talkie, said harry curiously.	1
17037	except in one or other of them or in both together.	0
1558	i might go in for it, you know, ron said sleepily through the darkness, if fred and george find out how to. . . the tournament. . . you never know, do you?	1
21363	nature in order that the one may be able to hear and the other to be	0
9570	thought' that the highest truths demand the greatest exactness; the	0
16233	and is not the love of learning the love of wisdom, which is philosophy?	0
22658	was good, and that the man was good who answered to it, although, as now	0
11002	them who is able to penetrate the inner nature of man, and will not be	0
24324	when they depart leave no pain behind them.	0
20798	them his poem or other work of art or the service which he has done	0
12052	weaving of the fates. the giving of the lots, the weaving of them,	0
11838	personified in the rhetoricians, sophists, poets, rulers who deceive and	0
6845	to the christian precept of forgiveness of injuries. similar words	0
2994	and now karkaroff raised his wand. he paused for a moment, and then a number shot out of his wand too - four.	1
17470	mechanical arts, does not equally stand in the way of the sentiment of	0
8179	to the size of the state there is no limit but the necessity of unity;	0
13557	perhaps, furnishes the greatest contrast to it. he may study from the	0
247	they'll be driving, of course? uncle vernon barked across the table.	1
166	bewildered, wondering what on earth he was supposed to have done this time, harry got up and followed uncle vernon out of the kitchen and into the next room.  uncle vernon closed the door sharply behind both of them.	1
13805	the intractable latin to the grace and ease of the greek platonic	0
23748	then he is a parricide, and a cruel guardian of an aged parent; and this	0
8646	to look after their puppies. they have the same employments--the only	0
4312	snape's eyes flashed. he plunged a hand into the inside of his black robes. for one wild moment. harry thought snape was about to pull out his wand and curse him - then he saw that snape had drawn out a small crystal bottle of a completely clear potion.  harry stared at it.	1
6238	into the rational, concupiscent, and irascible elements, or of pleasures	0
22794	when discord arose, then the two races were drawn different ways: the	0
19709	own, suits and complaints will have no existence among them; they will	0
14107	part, trained, like the men, in warlike and other exercises; but they	0
20905	politics of which he contemns and neglects; and there may be a gifted	0
21065	by one another, but all in order moving according to reason; these he	0
25667	others who were similarly overtaken, that the greater number of them	0
24904	them? or, if the master would not stay, then the disciples would have	0
7718	will drink in from every object sweet and harmonious influences. and of	0
1645	further mistakes at the ministry of magic	1
19779	infatuated by some youthful conceit of happiness which gets up into his	0
8437	the individual members of each have such and such a character; the	0
20698	in the first place there are their own virtues, their courage,	0
4203	he was drawing breath with extreme difficulty.  he could feel pain on the sides of his neck again ... he was becoming very aware of how wet the water was in his mouth .. . yet the darkness was definitely thinning now... he could see daylight above him.. ..	1
1518	what happened to him?  hermione whispered.  what happened to his face?	1
23489	good as their she-mistresses, and the horses and asses have a way of	0
15478	whether it is or is not a virtue, nor can i say whether the just man is	0
3569	... don't see what there is to fuss about, igor.	1
24379	with and found in the variable and mortal, and is itself variable and	0
12924	manliness and innocence of their own lives, by occasional hints, by	0
23032	the existence of such persons is to be attributed to want of education,	0
10716	still more remarkable are the corresponding portraits of individuals:	0
11452	though endeared to us by early associations. having come to years of	0
12714	the destruction of the family need not necessarily involve the overthrow	0
3478	i'm afraid to say mr. crouch isn't well, not well at all. hasn't been right since the world cup. hardly surprising - overwork. he's not as young as he was - though still quite brilliant, of course, the mind remains as great as it ever was.  but the world cup was a fiasco for the whole ministry, and then, mr. crouch suffered a huge personal shock with the misbehavior of that house-elf of his, blinky, or whatever she was called.  naturally, he dismissed her immediately afterward, but - well, as i say, he's getting on, he needs looking after, and i think he's found a definite drop in his home comforts since she left.  and then we had the tournament to arrange, and the aftermath of the cup to deal with - that revolting skeeter woman buzzing around - no, poor man, he's having a well earned, quiet christmas.  i'm just glad he knew he had someone he could rely upon to take his place.	1
5945	voldemort has returned, dumbledore repeated.  if you accept that fact straightaway. fudge, and take the necessary measures, we may still be able to save the situation.  the first and most essential step is to remove azkaban from the control of the dementors -	1
12905	often think of them, or think of them too late. they are at a distance	0
17816	artisans who having an admixture of gold or silver in them are raised	0
9383	themselves or in their age, may break away entirely from the world and	0
10175	become philosophers:--or imagine them on a sudden to receive an inward	0
6568	cephalus and his family were of syracusan origin, and had migrated from	0
17438	all well-ordered states every individual has an occupation to which he	0
24408	gluttony and sensuality, go down and up again as far as the mean; and	0
24444	and when the whole soul follows the philosophical principle, and there	0
5273	hagrid's blast-ended skrewts! he hissed.  they're enormous - i only just got away!	1
2595	yes.. . hornbeam and dragon heartstring?  he shot at krum, who nodded.  rather thicker than one usually sees. . . quite rigid. . . ten and a quarter inches. . . avis!	1
13829	jews, contained in their scriptures, and of the kingdoms of the world,	0
24473	has run away from the region of law and reason, and taken up his abode	0
18834	and the individual will be acknowledged by us to be just in the same way	0
23527	generated, being what phlegm and bile are to the body. and the good	0
14253	variance with those other images of good which plato sets before us. we	0
25179	controlled, if mankind are ever to increase in happiness and virtue.	0
25008	and this, surely, must be the work of the calculating and rational	0
25600	lives, and having mounted a high pulpit, spoke as follows: 'hear the	0
2690	straightening up, hagrid said loudly, nice ter see yeh, hermione, winked, and departed.  moody followed him.	1
21495	on until they arrive at last, and in a consistent manner, at their	0
17337	athletes, who are to be like wakeful dogs, and to see and hear with the	0
25941	warranties or the exclusion or limitation of certain types of damages.	0
14295	certainly we will, said glaucon; and in a few minutes polemarchus	0
7476	must be trained in falsehood first and in truth afterwards. yet this is	0
23529	keep them at a distance and prevent, if possible, their ever coming in;	0
23535	first place freedom creates rather more drones in the democratic than	0
10211	which we only reproduce, partly in his own words, of the dangers which	0
23348	spring up, which are akin to them, and because he their father does not	0
916	they must go to beauxbatons, said hermione.  you know... beauxbatons academy of magic. . . i read about it in an appraisal ofmagical education in europe.	1
13710	gradually brings round to the other or ideal form. for with the	0
4920	no, it's not that, said moody, it's just that potter wants a word with you, dumbledore.  he's just outside the door.	1
12892	sanction of religion could have prohibited practices inimical to health;	0
7725	and cannot recognize reflections of them until we know the letters	0
6844	aside, and through the winding mazes of dialectic we make an approach	0
4526	it,'s - oh how ridiculous -	1
15322	can exist or be exercised without justice or only with justice.	0
21392	yet of all the organs of sense the eye is the most like the sun?	0
2053	what seemed to be a long, black pole began to rise slowly out of the heart of the whirlpool. . . and then harry saw the rigging....	1
19715	maintain to be honourable and right; we shall make the protection of the	0
1309	harry, ron, and hermione went back to their compartment.  the thick rain splattering the windows made it very difficult to see out of them.  ron undid his trunk, pulled out his maroon dress robes, and flung them over pigwidgeon's cage to muffle his hooting.	1
5964	he had almost reached the door when he paused.  he turned around, strode back down the dormitory, and stopped at harry's bed.	1
5411	it stopped beside a towering marble headstone, only six feet from them.  for a second. harry and cedric and the short figure simply looked at one another.	1
21356	and with the hearing, i said, we hear, and with the other senses	0
14167	the secret of human happiness is the mastery of self. the change of	0
6877	interest, who are not so strong? thrasymachus is indignant at the	0
3287	her acne's loads better lately - and she's really nice!	1
6241	probably first invented by plato. the greatest of all logical truths,	0
8828	under the yoke of the barbarians. or shall the dead be despoiled?	0
5070	bertha? harry whispered, looking up at her.  is that - was that bertha jorkins?	1
5420	the cloaked man was now conjuring tight cords around harry, tying him from neck to ankles to the headstone.  harry could hear shallow, fast breathing from the depths of the hood; he struggled, and the man hit him - hit him with a hand that had a finger missing.  and harry realized who was under the hood.  it was wormtail.	1
15866	the epithet is very appropriate, for there is something truly divine in	0
2608	the photographs took a long time.  madame maxime cast everyone else into shadow wherever she stood, and the photographer couldn't stand far enough back to get her into the frame; eventually she had to sit while everyone else stood around her.  karkaroff kept twirling his goatee around his finger to give it an extra curl; krum, whom harry would have thought would have been used to this sort of thing, skulked, half-hidden, at the back of the group.  the photographer seemed keenest to get fleur at the front, but rita skeeter kept hurrying forward and dragging harry into greater prominence.  then she insisted on separate shots of all the champions.  at last, they were free to go.	1
21535	with geometry and the cognate sciences i suppose that you would term	0
18375	praise: but when, owing to evil education or association, the better	0
7349	socrates.' why, i replied, what do you want more? 'only the comforts of	0
15003	thieves. but when a man besides taking away the money of the citizens	0
21759	true, he said, i had forgotten.	0
22801	protected in the condition of freemen, and made of them subjects and	0
4261	he hasn't come back to hogsmeade? said ron incredulously.	1
11160	the many-headed hydra, and bring all into unity with each other and	0
6547	in the most expressive manner, yet with the fewest possible touches. as	0
24533	man, the second smaller than the first, and the third smaller than the	0
1848	not going to have a very good month, are you? she said sardonically as crookshanks curled up in her lap.	1
18920	however, not with the outward man, but with the inward, which is the	0
8262	desire for their own sake.' in a great trial, or danger, or temptation,	0
18886	because, if any doubt is still lingering in our minds, a few commonplace	0
14143	inconsistencies, and though borrowed from plato, shows but a superficial	0
21638	imagine once more, i said, such an one coming suddenly out of the sun	0
9467	omission of particulars, partly by imagination perfecting the form which	0
9617	of it goes beyond the actual words of plato. we have perhaps arrived at	0
14021	agree that we ought to make others happy; but if others, how much more	0
25916	liability to you for damages, costs and expenses, including legal	0
10482	excess of wealth, the other from excess of freedom. 'the great natural	0
2523	he was in a fairly small classroom; most of the desks had been pushed away to the back of the room, leaving a large space in the middle; three of them, however, had been placed end-to-end in front of the blackboard and covered with a long length of velvet.  five chairs had been set behind the velvet-covered desks, and ludo bagman was sitting in one of them, talking to a witch harry had never seen before, who was wearing magenta robes.	1
25427	the enemy of the gods, as we admitted from the beginning?	0
4896	he stood up.  the class backed away.  they all looked unnerved.	1
9419	2nd, the heavenly pattern or idea of the state; 3rd, the relation of the	0
22412	lame which hates voluntary falsehood and is extremely indignant at	0
4169	harry swam faster and soon saw a large rock emerge out of the muddy water ahead.  it had paintings of merpeople on it; they were carrying spears and chasing what looked like the giant squid.  harry swam on past the rock, following the mersong.	1
11924	regardlessness of truth which to the eye of the philosopher seems to	0
19954	and i imagine that there is also a difference in their natures; the one	0
24619	is profited by injustice or intemperance or other baseness, which will	0
18205	the dead, and the rites which have to be observed by him who would	0
15660	in the first place, he is thought just, and therefore bears rule in the	0
13060	to paraphrase the idea of good by the words 'intelligent principle of	0
11679	why plato, who was himself a poet, and whose dialogues are poems and	0
14402	yes, that is very true, but may i ask another question?--what do you	0
6719	the marriage of the portionless maiden, or the drones and wasps in the	0
19468	of practitioner is deemed to be good enough; but when medicine has to be	0
23557	that is pretty much the case, he said.	0
23388	fortunate, and is not too much disordered in his wits, when years have	0
2605	feeling that at last something had gone right today, harry got up to leave, but the man with the black camera jumped up and cleared his throat.	1
20222	come, then, and let us think of something to say to him. shall we begin	0
22105	i think that i should prefer to carry on the argument mainly on my own	0
3697	how did that horrible skeeter woman find out? you don't think hagrid told her?	1
20205	unable to follow--of such an one i ask, is he awake or in a dream	0
6654	apprehending the higher education of socrates, and makes some false hits	0
19488	had we not better appoint certain festivals at which we will bring	0
5047	take them away! crouch roared at the dementors, spit flying from his mouth.  take them away, and may they rot there!	1
21735	because they have no single aim of duty which is the rule of all their	0
1386	harry, guess what?  guess what, harry?  my brother's starting!  my brother dennis!	1
9118	states. but we were afraid to enter upon a subject of such difficulty,	0
77	wormtail muttered something so quietly that frank could not hear it, but it made the second man laugh -- an entirely mirthless laugh, cold as his speech.	1
22908	is watering and nourishing the rational principle in his soul, the	0
10424	else. when you condemn men to death they remain alive all the same; a	0
15358	and is not injustice equally fatal when existing in a single person; in	0
12848	foundation of the happiness of the community. there are too many people	0
7502	with the moral; and some have refused to believe in religion at all,	0
5555	but how to get at harry potter?  for he has been better protected than i think even he knows, protected in ways devised by dumbledore long ago, when it fell to him to arrange the boy's future.  dumbledore invoked an ancient magic, to ensure the boy's protection as long as he is in his relations' care.  not even i can touch him there. . . . then, of course, there was the quidditch world cup. ... i thought his protection might be weaker there, away from his relations and dumbledore, but i was not yet strong enough to attempt kidnap in the midst of a horde of ministry wizards.  and then, the boy would return to hogwarts, where he is under the crooked nose of that muggle-loving fool from morning until night.  so how could i take him?	1
17758	victorious and pure, shall be appointed a ruler and guardian of the	0
13445	and outward rooms of the palace. i knew, and could distinguish these two	0
619	walking more slowly now, because of the weight of the water, they made their way back through the campsite.  here and there, they saw more familiar faces:  other hogwarts students with their families.  oliver wood, the old captain of harry's house quidditch team, who had just left hogwarts, dragged harry over to his parents' tent to introduce him, and told him excitedly that he had just been signed to the puddlemere united reserve team.  next they were hailed by ernie macmillan, a hufflepuff fourth year, and a little farther on they saw cho chang, a very pretty girl who played seeker on the ravenclaw team.  she waved and smiled at harry, who slopped quite a lot of water down his front as he waved back.  more to stop ron from smirking than anything, harry hurriedly pointed out a large group of teenagers whom he had never seen before.	1
6816	asks, what is this due and proper thing which justice does, and to whom?	0
744	the box filled gradually around them over the next half hour.  mr. weasley kept shaking hands with people who were obviously very important wizards.  percy jumped to his feet so often that he looked as though he were trying to sit on a hedgehog.  when cornelius fudge, the minister of magic himself, arrived, percy bowed so low that his glasses fell off and shattered. highly embarrassed, he repaired them with his wand and thereafter remained in his seat, throwing jealous looks at harry, whom cornelius fudge had greeted like an old friend.  they had met before, and fudge shook harry's hand in a fatherly fashion, asked how he was, and introduced him to the wizards on either side of him.	1
5517	and here - voldemort moved on to the two largest hooded figures - we have crabbe . . . you will do better this time, will you not, crabbe?  and you, goyle?	1
9555	of socrates to make a beginning, mark the difficulty of the subject.	0
12010	not the same. the column itself is clearly not of adamant. the spindle	0
15676	why, what else is there? i answered.	0
7278	of itself. that he falls into some degree of inconsistency, when in	0
18046	and the other, said i, of which we were speaking before is lighter	0
20020	advantages and as many more as you please, if only this state of yours	0
2352	harry glanced at cedric, who nodded, and they left together.	1
6953	same time he is weaving a net in which thrasymachus is finally enclosed.	0
18190	yes, he said; that is just what they are doing.	0
571	obliviate! he said sharply, pointing his wand at mr. roberts.	1
50	it could be done without harry potter, my lord.	1
4076	she seemed to be taking the library's lack of useful information on the subject as a personal insult; it had never failed her before.	1
1745	moody got heavily to his mismatched feet, opened his desk drawer, and took out a glass jar. three large black spiders were scuttling around inside it. harry felt ron recoil slightly next to him - ron hated spiders.	1
22551	therefore, that your feelings may not be moved to pity about our	0
20805	you recognise the truth of what i have been saying? then let me ask you	0
25617	famous for their form and beauty as well as for their strength and	0
4290	and he did say he'd never felt the same way about anyone else, hermione went on, going so red now that harry could almost feel the heat coming from her, but how could rita skeeter have heard him?  she wasn't there ... or was she?  maybe she has got an invisibility cloak; maybe she sneaked onto the grounds to watch the second task. ...	1
8863	i dream by one or two, i do not say slight, but possible changes in the	0
23806	man. he was supposed from his youth upwards to have been trained under	0
22359	and not by science;--dreaming and slumbering in this life, before he	0
16981	nor may they imitate the neighing of horses, the bellowing of bulls, the	0
16397	was really the work of pandarus, was brought about by athene and zeus,	0
18285	ordained by nature to be of all classes the least.	0
15175	and would you call justice vice?	0
8496	counsellor is that small part of the soul which has authority and	0
2921	it was worse than harry could ever have imagined, sitting there and listening.  the crowd screamed. . . yelled.. . gasped like a single many-headed entity, as cedric did whatever he was doing to get past the swedish short-snout.  krum was still staring at the ground.  fleur had now taken to retracing cedric's steps, around and around the tent. and bagman's commentary made everything much, much worse.. . . horrible pictures formed in harry's mind as he heard:  oooh, narrow miss there, very narrow. . . he's taking risks, this one!. . . clever move - pity it didn't work!	1
13314	a nervous temperament; he should have experience of disease in his own	0
15641	judgment be given which of them is the happier of the two.	0
25803	freely sharing project gutenberg-tm works in compliance with the terms of	0
3757	fred and george looked quite as disappointed as bagman, who was surveying harry as though he had let him down badly.	1
20785	calls this honourable and that dishonourable, or good or evil, or just	0
8446	all the possible exceptions; let us provisionally assume that opposites	0
20029	that some fear and hesitation was natural respecting a proposal so	0
22873	philosophy, i said, tempered with music, who comes and takes up her	0
7710	anywhere, from the creative and constructive arts, as well as from the	0
21246	and utmost clearness, how ridiculous that we should not think the	0
9833	place astronomy on a truly scientific basis. let the heavens alone, and	0
23186	is, there is no fear that the poor will be despised by the rich--and	0
2768	- you and the rest of the world, said harry bitterly.	1
2816	by the time harry reached the bottom of the marble staircase, cedric was at the top. he was with a load of sixth-year friends.  harry didn't want to talk to cedric in front of them; they were among those who had been quoting rita skeeter's article at him every time he went near them.  he followed cedric at a distance and saw that he was heading toward the charms corridor.  this gave harry an idea.  pausing at a distance from them, he pulled out his wand, and took careful aim.	1
22393	an unwearied solid man who is a lover of labour in any line; or he will	0
17771	supporters of the principles of the rulers.	0
22601	be governors of the state, then they will depart to the islands of the	0
12368	of a single person. and many will indulge the hope that our present	0
9980	commencement of book vii, under the figure of a cave having an opening	0
12258	flies and walks at the same time, and is in the air and on firm ground	0
13119	greatest uniformity of character. he does not see that the analogy is	0
14051	discourse (hythloday) is very unwilling to become a minister of state,	0
17197	mind and character, not that other simplicity which is only an euphemism	0
7578	they be angry if we expunge obnoxious passages, such as the depressing	0
2163	fred, george, and lee ignored her.	1
16867	then in this case the narrative of the poet may be said to proceed by	0
9091	and dishonour her. vulgar little minds see the land open and rush from	0
25055	thousand similar oppositions occurring at the same moment?	0
10781	the circumstance that 8000 is the ancient number of the spartan citizens	0
14965	because she leaves you to snivel, and never wipes your nose: she has not	0
13204	he treats first of music or literature, which he divides into true and	0
3716	harrys insides gave a guilty squirm, but he ignored them.  he still had five weeks to work out that egg clue, after all, and that was ages. . . whereas if he went into hogsmeade, he might run into hagrid, and get a chance to persuade him to come back.	1
595	their fellow campers were starting to wake up.  first to stir were the families with small children; harry had never seen witches and wizards this young before.  a tiny boy no older than two was crouched outside a large pyramid-shaped tent, holding a wand and poking happily at a slug in the grass, which was swelling slowly to the size of a salami.  as they drew level with him, his mother came hurrying out of the tent.	1
24626	gentler element in him is liberated, and his whole soul is perfected and	0
10801	'equalling and equalled in power' (weber), 'by involution and	0
13292	they have hardly thought of air and water, the importance of which was	0
23239	and there being no necessity, i said, for you to govern in this state,	0
9377	them. and while weaker or coarser characters will extract good out of	0
24556	growing; he should be making the lion-heart his ally, and in common care	0
15606	would be thought by the lookers-on to be a most wretched idiot, although	0
4083	i wouldn't mind, said fred weasleys voice. be a talking point, wouldn't it?	1
329	uncle vernon's face worked furiously.  the idea of being taught consideration by a man who had just blasted away half his living room wall seemed to be causing him intense suffering. but mr. weasley's wand was still in his hand, and uncle vernon's tiny eyes darted to it once, before he said, very resentfully, good-bye, then.	1
1770	pain, said moody softly.  you don't need thumbscrews or knives to torture someone if you can perform the cruciatus curse. . . . that one was very popular once too.	1
24984	of play or sport, and the tragic poets, whether they write in iambic or	0
6769	cephalus, polemarchus' father, now in extreme old age, who is found	0
8725	prime condition. hymeneal festivals will be celebrated at times fixed	0
11624	than himself. he was one of those who had come from heaven, and in his	0
19030	quite close and saying something in his ear, of which i only caught the	0
5358	stupefy! harry yelled; the spell hit the spider's gigantic, hairy black body, but for all the good it did, he might as well have thrown a stone at it; the spider jerked, scuttled around, and ran at harry instead.	1
18050	the case of the citizens generally, each individual should be put to the	0
13634	not surprised to find that the idea of progress is of modern rather than	0
15412	again whether the eye has an end?	0
14872	found out, and by sheer force of argument you will never prevail.	0
3908	harry stared at the dot. mr. crouch was supposed to be too ill to go to work or to come to the yule ball - so what was he doing, sneaking into hogwarts at one o'clock in the morning?  harry watched closely as the dot moved around and around the room, pausing here and there. ...	1
3090	you'd be a sort of extra-concentrated ghost, said ron, chortling, as they passed the bloody baron going in the opposite direction, his wide eyes staring sinisterly.  at least we didn't get homework.  i hope hermione got loads off professor vector, i love not working when she is. . . .	1
9695	those leaden weights of pleasure and desire which bind his soul to	0
21009	moulded, as far as he can be, into the proportion and likeness of	0
24733	and all the other things of which we were just now speaking, in the	0
8165	who has money?' there may be a difficulty in fighting against one enemy;	0
23278	necessary and which are the unnecessary pleasures?	0
8041	falsehood.' ancient poetry had spoken of a gold and silver and brass and	0
21159	to apply themselves to their several studies?	0
543	harry disentangled himself from ron and got to his feet.  they had arrived on what appeared to be a deserted stretch of misty moor.  in front of them was a pair of tired and grumpy-looking wizards, one of whom was holding a large gold watch, the other a thick roll of parchment and a quill.  both were dressed as muggles, though very inexpertly:  the man with the watch wore a tweed suit with thigh-length galoshes; his colleague, a kilt and a poncho.	1
24210	or better or worse, but which is the more pleasant or painless--how	0
10529	tastes human flesh mixed up with the flesh of other victims will turn	0
7063	socrates in which of the three classes he would place justice. in the	0
11508	perhaps escape the knowledge of gods and men, although this was really	0
16050	now that we have thus established them. will they not produce corn, and	0
24599	unable to control the creatures within him, but has to court them, and	0
14177	who was to some extent a kindred spirit, plato has left no permanent	0
14515	in contracts, socrates, justice is of use.	0
13875	necessity for the establishment of an universal empire is proved partly	0
20590	possession of the ship and make free with the stores; thus, eating	0
16664	has just proved to us; and by that proof we must abide until it is	0
7668	or a raging sea. a good or wise man will be willing to perform good and	0
9360	only breathe or live in a certain atmosphere. the man of genius	0
13079	of humanity, he is too apt to be looking into the distant future or back	0
13458	better than perhaps they deserved, for he soon found they wanted a	0
10678	opinion, was required to give power to evil (book i). this ideal of	0
22102	argue. you will very likely say with neither, and that your chief aim in	0
8612	scepticism which maintained either that there was no such thing as	0
4502	we is sorry you had to see that, sirs and miss!  squeaked a nearby elf, shaking his head and looking very ashamed.  we is hoping you will not judge us all by winky, sirs and miss!	1
7943	clearer and clearer. like shakespere, they were great in spite, not	0
10739	to the puzzle, and that plato has been practising upon his readers.	0
6230	metaphysical genius whom the world has seen; and in him, more than in	0
15859	the other an evil, whether seen or unseen by gods and men.	0
13883	for mankind until all nations of the earth are comprehended in a single	0
9735	art of war? 'yes, certainly.' then there is something ludicrous about	0
7740	the palaestra are suitable to them is more doubtful, for the ordinary	0
2589	polished it last night, said cedric, grinning.	1
11765	through a stoic or puritan medium. he asks only 'what good have they	0
11285	is struck which prepares for the revelation of a future life in the	0
6815	act does something to somebody; and following this analogy, socrates	0
2548	ignore the quill, harry, said rita skeeter firmly.  reluctantly harry looked up at her instead.  now -- why did you decide to enter the tournament, harry?	1
24766	superintend them: god, the maker of the bed, and the painter?	0
5108	you could, said dumbledore heavily.  i attended it many times, but some trials come back to me more clearly than others ... particularly now. ...	1
20704	rank, and great connections in the state--you understand the sort of	0
24417	reason of their insatiable lust. for they fill themselves with that	0
6449	justice, and governed according to the idea of good.' there may be some	0
4263	i can't believe him, said harry tensely, if he's caught. . .	1
9390	political or party organization, are always carrying them off their legs	0
23675	the many bad, and to be by them hated, or not to live at all!	0
3274	good point, said fred. he turned his head and called across the common room, oi! angelina!	1
2901	bagman looked somehow like a slightly overblown cartoon figure, standing amid all the pale-faced champions.  he was wearing his old wasp robes again.	1
